1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
20 999;22 406;24 327;26 033;28 140;30 260;32 884;35 374;38 349;41 678;45 198;47 901;50 396;55 033;55 416;52 749;57 190;59 580;59 943;62 427;59 394;55 675;53 296;52 117;52 728;52 301;55 126;54 704;57 005;57 864;59 105;58 697;59 276;59 143;59 880;60 508;61 664;63 141;65 176;63 258;65 877;65 464;64 105;67 233;70 552;71 470;71 611;71 111;71 693;68 831;69 725;70 323;72 751;72 858;73 433;75 143;75 355;74 464;75 625;75 243;69 118;69 640
